"forecast_date","store_id","sku_id","predicted_units","model_version","run_id"
"2026-01-02","ST001","SKU00295","2.9568","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-03","ST001","SKU00295","3.0638","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-04","ST001","SKU00295","3.0908","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-05","ST001","SKU00295","2.9792","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-06","ST001","SKU00295","2.966","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-07","ST001","SKU00295","2.9547","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-08","ST001","SKU00295","2.9579","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-09","ST001","SKU00295","2.9714","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-10","ST001","SKU00295","3.0894","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-11","ST001","SKU00295","3.0983","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-12","ST001","SKU00295","2.9636","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-13","ST001","SKU00295","2.9559","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-14","ST001","SKU00295","2.9505","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-15","ST001","SKU00295","2.9598","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-16","ST001","SKU00295","2.9742","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-17","ST001","SKU00295","3.0905","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-18","ST001","SKU00295","3.0958","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-19","ST001","SKU00295","2.9598","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-20","ST001","SKU00295","2.9538","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-21","ST001","SKU00295","2.9495","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-22","ST001","SKU00295","2.9593","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-23","ST001","SKU00295","2.9734","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-24","ST001","SKU00295","3.0891","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-25","ST001","SKU00295","3.094","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-26","ST001","SKU00295","2.9582","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-27","ST001","SKU00295","2.9525","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-28","ST001","SKU00295","2.9484","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-29","ST001","SKU00295","2.9581","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-30","ST001","SKU00295","2.9721","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-01","ST001","SKU00373","4.1957","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-02","ST001","SKU00373","4.2049","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-03","ST001","SKU00373","4.3629","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-04","ST001","SKU00373","4.9487","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-05","ST001","SKU00373","3.7364","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-06","ST001","SKU00373","3.7226","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-07","ST001","SKU00373","3.6786","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-08","ST001","SKU00373","4.0687","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-09","ST001","SKU00373","4.0702","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-10","ST001","SKU00373","4.2089","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-11","ST001","SKU00373","4.1932","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-12","ST001","SKU00373","3.903","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-13","ST001","SKU00373","3.9191","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-14","ST001","SKU00373","3.9415","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-15","ST001","SKU00373","3.9919","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-16","ST001","SKU00373","4.0","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-17","ST001","SKU00373","4.1455","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-18","ST001","SKU00373","4.1431","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-19","ST001","SKU00373","3.9545","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-20","ST001","SKU00373","3.9544","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-21","ST001","SKU00373","3.9541","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-22","ST001","SKU00373","3.9691","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-23","ST001","SKU00373","3.9848","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-24","ST001","SKU00373","4.1379","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-25","ST001","SKU00373","4.1436","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-26","ST001","SKU00373","3.9622","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-27","ST001","SKU00373","3.9559","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-28","ST001","SKU00373","3.9508","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-29","ST001","SKU00373","3.9636","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-30","ST001","SKU00373","3.9817","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-01","ST001","SKU00486","2.3035","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-02","ST001","SKU00486","2.3071","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-03","ST001","SKU00486","2.7338","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-04","ST001","SKU00486","2.7551","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-05","ST001","SKU00486","2.3886","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-06","ST001","SKU00486","2.379","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-07","ST001","SKU00486","2.438","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-08","ST001","SKU00486","2.4406","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-09","ST001","SKU00486","2.4716","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-10","ST001","SKU00486","2.5922","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-11","ST001","SKU00486","2.5756","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-12","ST001","SKU00486","2.4374","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-13","ST001","SKU00486","2.4398","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-14","ST001","SKU00486","2.4451","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-15","ST001","SKU00486","2.4543","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-16","ST001","SKU00486","2.4679","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-17","ST001","SKU00486","2.5636","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-18","ST001","SKU00486","2.5636","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-19","ST001","SKU00486","2.4496","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-20","ST001","SKU00486","2.4467","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-21","ST001","SKU00486","2.4444","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-22","ST001","SKU00486","2.4526","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-23","ST001","SKU00486","2.464","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-24","ST001","SKU00486","2.5595","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-25","ST001","SKU00486","2.5631","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-26","ST001","SKU00486","2.4507","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-27","ST001","SKU00486","2.4463","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-28","ST001","SKU00486","2.443","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-29","ST001","SKU00486","2.451","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-30","ST001","SKU00486","2.4625","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-01","ST001","SKU00363","3.4553","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-02","ST001","SKU00363","3.457","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-03","ST001","SKU00363","3.5845","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-04","ST001","SKU00363","3.6124","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-05","ST001","SKU00363","3.3776","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-06","ST001","SKU00363","3.364","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-07","ST001","SKU00363","3.3524","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-08","ST001","SKU00363","3.4134","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-09","ST001","SKU00363","3.4238","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-10","ST001","SKU00363","3.5523","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-11","ST001","SKU00363","3.5534","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-12","ST001","SKU00363","3.3894","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-13","ST001","SKU00363","3.3848","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-14","ST001","SKU00363","3.3832","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-15","ST001","SKU00363","3.3989","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-16","ST001","SKU00363","3.4131","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-17","ST001","SKU00363","3.5445","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-18","ST001","SKU00363","3.5492","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-19","ST001","SKU00363","3.3931","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-20","ST001","SKU00363","3.3873","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-21","ST001","SKU00363","3.3832","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-22","ST001","SKU00363","3.3945","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-23","ST001","SKU00363","3.4101","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-24","ST001","SKU00363","3.5425","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-25","ST001","SKU00363","3.5481","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-26","ST001","SKU00363","3.3925","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-27","ST001","SKU00363","3.3861","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-28","ST001","SKU00363","3.3814","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-29","ST001","SKU00363","3.3926","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-30","ST001","SKU00363","3.4085","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-01","ST001","SKU00231","0.9872","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-02","ST001","SKU00231","0.9792","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-03","ST001","SKU00231","1.0133","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-04","ST001","SKU00231","1.0253","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-05","ST001","SKU00231","0.9883","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-06","ST001","SKU00231","0.9839","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-07","ST001","SKU00231","0.9802","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-08","ST001","SKU00231","0.9812","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-09","ST001","SKU00231","0.985","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-10","ST001","SKU00231","1.0243","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-11","ST001","SKU00231","1.0276","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-12","ST001","SKU00231","0.9829","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-13","ST001","SKU00231","0.9803","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-14","ST001","SKU00231","0.9785","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-15","ST001","SKU00231","0.9816","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-16","ST001","SKU00231","0.9863","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-17","ST001","SKU00231","1.0249","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-18","ST001","SKU00231","1.0267","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-19","ST001","SKU00231","0.9816","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-20","ST001","SKU00231","0.9796","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-21","ST001","SKU00231","0.9782","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-22","ST001","SKU00231","0.9814","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-23","ST001","SKU00231","0.9861","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-24","ST001","SKU00231","1.0245","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-25","ST001","SKU00231","1.0261","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-26","ST001","SKU00231","0.9811","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-27","ST001","SKU00231","0.9792","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-28","ST001","SKU00231","0.9778","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-29","ST001","SKU00231","0.981","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-30","ST001","SKU00231","0.9857","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-01","ST001","SKU00133","3.9489","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-02","ST001","SKU00133","4.203","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-03","ST001","SKU00133","4.3598","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-04","ST001","SKU00133","4.3893","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-05","ST001","SKU00133","4.261","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-06","ST001","SKU00133","4.2452","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-07","ST001","SKU00133","4.4146","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-08","ST001","SKU00133","4.2058","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-09","ST001","SKU00133","4.2623","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-10","ST001","SKU00133","4.4371","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-11","ST001","SKU00133","4.4559","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-12","ST001","SKU00133","4.27","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-13","ST001","SKU00133","4.2634","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-14","ST001","SKU00133","4.2602","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-15","ST001","SKU00133","4.2528","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-16","ST001","SKU00133","4.2797","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-17","ST001","SKU00133","4.4491","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-18","ST001","SKU00133","4.4582","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-19","ST001","SKU00133","4.2632","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-20","ST001","SKU00133","4.2543","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-21","ST001","SKU00133","4.2473","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-22","ST001","SKU00133","4.2598","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-23","ST001","SKU00133","4.2811","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-24","ST001","SKU00133","4.4482","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-25","ST001","SKU00133","4.4554","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-26","ST001","SKU00133","4.2598","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-27","ST001","SKU00133","4.2514","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-28","ST001","SKU00133","4.2453","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-29","ST001","SKU00133","4.2593","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-30","ST001","SKU00133","4.2796","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-01","ST001","SKU00233","1.7276","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-02","ST001","SKU00233","1.9163","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-03","ST001","SKU00233","1.7118","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-04","ST001","SKU00233","1.7251","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-05","ST001","SKU00233","1.6584","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-06","ST001","SKU00233","1.7634","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-07","ST001","SKU00233","1.7223","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-08","ST001","SKU00233","1.7241","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-09","ST001","SKU00233","1.7318","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-10","ST001","SKU00233","1.7722","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-11","ST001","SKU00233","1.784","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-12","ST001","SKU00233","1.7141","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-13","ST001","SKU00233","1.7188","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-14","ST001","SKU00233","1.7102","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-15","ST001","SKU00233","1.7143","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-16","ST001","SKU00233","1.7211","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-17","ST001","SKU00233","1.7865","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-18","ST001","SKU00233","1.7916","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-19","ST001","SKU00233","1.7142","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-20","ST001","SKU00233","1.711","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-21","ST001","SKU00233","1.7076","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
"2026-01-22","ST001","SKU00233","1.713","baseline_v1_rolling_mean_dow","fr_20260408T073058Z_27c8bf41"
